name1,img1,name2,img2,name3,img3,name4,img4,name5,img5,name6,img6,posneg,style,model
2 tone shoes,e869c496f045b522f158db940f62850fead7cd73.jpg,3/4 sleeve jacket,005085897754e27d5b2672a034925851c7a84d82.jpg,14k pendant,52132787621dbb619444f89b06e86fd7542e395b.jpg,18k pendant,7241f7720b4d2fb68899a165e2d71272b79f98c9.jpg,3/4 sleeve dress,def13ff160afc5be87e8f23482f744af3e6241ad.jpg,3/4 sleeve blazer,62ac9dd9a2110aaba9d2b3f12a76dab15a744b72.jpg,negative,goth,LDA
Stilettos shoes,941fa74328b3f668984a792672e3be42608c61e7.jpg,Black purse,117fe98d255c45f38fb7262d51ecc89352a0ea1c.jpg,Sleeveless shirts,e15953c1ba666fe4e6055d7b0d24387426234b83.jpg,Crop top,c8daf6185022a91c8c281354515d998aa6df5634.jpg,Pointed toe pumps,54d419481b7e52b040c86e437fffb9813d9a567c.jpg,Sleeveless dress,ac68bbd83d3c349b3a5ef5753e3e9f0eb719c54c.jpg,positive,glamour,LDA
Slip on shoes,5457d9e14e4c9a6d18421256363e783d5224d7b3.jpg,Pointed toe pumps,4f38c504a3ff309fc50fc93e43370bb8fc0d6c03.jpg,Platform shoes,d2f4425269cffdfb7c543cfc629efc46735f84a6.jpg,Stilettos shoes,96e4654fe635ee1f7d7940055ba7d18d15c9c11b.jpg,High heel shoes,9537f4d0a1e54523c029c2065fbc00e48dcf65c8.jpg,Short skirts,69d86e508851f5a66809a25d589fc52a47d6f172.jpg,positive,glamour,LDA
Short dresses,125533aa278fad3b36c267b79d4e6c8eb52a90cf.jpg,Pleated skirt,09c20ed44dff72858a0a15232d8c9e71ae6fddde.jpg,Sleeveless dress,ac64a501c818baddfcb7f16d4116e894d9b9b7f3.jpg,Black crop top,73e0b2257f72a5902119a124812ebe75a16593f1.jpg,Suede shoes,c612f528d3db3bff21d038d0b7de3a7137fbc6e8.jpg,Pointed toe pumps,e6050d8c5d1ebd4025210633747f87cc6aeb461b.jpg,positive,glamour,LDA
14k pendant,0b29a8cd5c2d5a58a225e8d7b6f6420543636085.jpg,18k pendant,565d46cfd915a2a85f22e88f35ead1e443a99de8.jpg,3/4 sleeve blazer,f3808363b8a831fdcb75cb7ac81da5cb9ef63681.jpg,3/4 sleeve jacket,98af1ffc9ce984b4e4ab1ef9beed64bab5662817.jpg,3/4 sleeve dress,51cd222e29bbdf2932ad2b5ce70f61ce833b54b2.jpg,2 tone shoes,183f37b3a2878df8581f89bc3109d02374de3c61.jpg,negative,glamour,LDA
Peep toe pumps,8d5dde5c11dca9de78a1b3c3a3264f58e22aad9d.jpg,Suede shoes,be461f65d78850bd78d4539a0b35a95c02ef820e.jpg,Floral crown,3183bf12e6ed9f00e0b57f77e47f905f19900c35.jpg,High heel shoes,186d9fa5264b1f94f94bd318aae40b1fdaa1196e.jpg,Flower headband,bb840792d46a526c2aaf15d7fc24ec73670d7d97.jpg,Stilettos shoes,e1121f6063f73bf1aa37e48677036ed0e150f917.jpg,positive,wedding,LDA
Sleeveless dress,2151224db7f614e5a8a82abcdaa7abd0f74e20b3.jpg,Heeled sandals,b3e602935e8d131eea23645ac651dd07cce0aa6e.jpg,A line dress,b65f1de0c67c04c14930769b71b2eefad9bf60f2.jpg,Chiffon dress,a5060bf6a6c50ec6b173a7a4d26a29f8c5332e55.jpg,Long dresses,b2344a6da442daec846ddd1e0e6e1b53fe8ce590.jpg,Flower headband,bc44fbd938afc475f511f01d0126240e80cbd8c5.jpg,positive,wedding,LDA
Flower headband,d5bc92801f9a1df0f3fe38dc15a43624c642d1c4.jpg,Flower crown,3a91252cb8801263794b65ec9763b80e07a29458.jpg,Long dresses,7982476d8ae0496d31ec731c0dd2fd35d819c6c2.jpg,Floral dress,33502c7172ab579ce73e93ffda98aabdf84aad32.jpg,Leather shoes,cf850162e8fdc81dc82c28a2e8f1b1c00c73e8f7.jpg,High heel shoes,4080dd913c226e64756c26a8a4573180bb0c57f5.jpg,positive,wedding,LDA
3/4 sleeve blazer,405d563f0d90508e41999ad691d952d1d0cb21e9.jpg,2 tone shoes,b284871c8130b5804ba23ace8bd8fb8fab1d8f3d.jpg,14k pendant,26690578d4c9d93c498fc56857da8cc89dca5ef1.jpg,3/4 sleeve jacket,5ea74a4c80db773f48e0613660846220895ab4ff.jpg,3/4 sleeve dress,f8d2f2e0305e4884dd9338e5e00ecded95ca4585.jpg,18k pendant,e95968614f8a1f3a4c56510d4bd01c8e7728faf1.jpg,negative,wedding,LDA
Sheer skirt,66eb315f0cc3a5271e81998b185dad970cb754ea.jpg,Floor length skirt,45a6d85b556ca15a38667e5317ea2cbe0ca1eb01.jpg,Long skirts,1f19133226e9ec065bb822b85aed664e72810a73.jpg,Fringe purse,5f213468816dfcb4cd86f8f03d3d933be1f7fd8b.jpg,Crop top,7bccacef5c7be31a111aa755e4dc013cf502188c.jpg,Crown headband,379e7ea76c4640ae7e94979747eb9f369d768531.jpg,positive,coachella,LDA
Pleated skirt,caaff592793dec756b98a7b2698ed390c706531f.jpg,Crown headband,7e2c08e4ad493281a038dd672643a81c049392c3.jpg,Long skirts,3d1a2e01a66337939603e07f94b7c061a071ac0a.jpg,Floral garland,dce31ff31b87b441e5a909114f37a21222833dc1.jpg,Strappy sandals,01f155ae9f967d9dc8fd0ca3e409170ba95c8c9f.jpg,Flower headband,cf684eb439f33e0edcf82c8d12999eedd4320bb1.jpg,positive,coachella,LDA
Flat shoes,690af3a63a70f8db3cf415492f88c116d51a7875.jpg,Greek sandals,a23e2d8e94adec2eb9f496bbe91afb4b4c7da936.jpg,Jean shorts,3f44b37162b4b4e9d11aba8cb744895e994b5567.jpg,Black crop top,b771edfe9d657e8c0d8bc7887d076921e1e083c9.jpg,Sheer skirt,09834371bc4581a9db2758cfab722ad4632cbd89.jpg,Crown headband,6dc7afb11f397bb81e3e8805b283da1b965284ea.jpg,positive,coachella,LDA
14k pendant,6e21fdcba5cef6037369b015f68c6c59dc7767b5.jpg,3/4 sleeve dress,c5f00b65aa98a1413d2bbeb3628d3dc5367c5912.jpg,2 tone shoes,7f82986e0b7ecbaf428a3710ae67b850d2e066c8.jpg,18k pendant,dacbb3ac2b8417b59da70253320a42e127fbc9ae.jpg,3/4 sleeve jacket,7a9fd65e3797e4cddfccceb37faf2c47543df086.jpg,3/4 sleeve blazer,b42648d24acc0ab3ad1a5d417c640eb0d2a02f9c.jpg,negative,coachella,LDA
White crop top,c859055457a54bfcea86f72c822f3efd7238965f.jpg,Cotton shirts,dd84fe513b94bc173ab4c9b7d762db75af3d921e.jpg,Canvas shoes,e039c299c0275da6dd44900b10a5f0c283f7967a.jpg,Low tops,63f98a23467a55779e3915ee094cc0b9110c6b0f.jpg,Short shorts,83fc199e92c7c57ffcba3905c99677c8ea131f8d.jpg,Waffle shoes,7bc02c8cc97db53bf8a3463550b4b14f6277e873.jpg,positive,activewear,LDA
White crop top,fa4c113de704f2dfc69d3175cb89bfdcf6ffe46a.jpg,Canvas shoes,531da965bb44706fec6a8ed7330d11dc5f76bbb7.jpg,Lightweight shoes,d80bcdae134c00cf0e04372b5eb4ff74357bb1e7.jpg,Short shorts,bda9880236aff9c597cf1b012bfb7e010a6df129.jpg,Hi tops,747b61542a191352565922548162496a0b46f7f6.jpg,White shoes,8d8eeaad121dc3d7fe30b03052f519c0b523cca4.jpg,positive,activewear,LDA
Round toe sneakers,fd0140559c8ccfc236e3bb042ba6d2f006b1af8e.jpg,Print shirts,b2efd84bfe4685b324e6baa38b7d920db80517db.jpg,Low tops,c4afb7c873d82aa7edda7888a491deca717b2803.jpg,Low shoes,64d874fa516cd95e5e152999185ab2e3edc0909b.jpg,High top shoes,a3a53c3b864bb4b3e83b3406575f3a8721b5aa30.jpg,Leather shoes,8ea57c9b21198738a854e4156e6cc2968147f658.jpg,positive,activewear,LDA
18k pendant,dc33948f870ccb1ba03ca3a39819bb7a783409ce.jpg,3/4 sleeve dress,e361ffa8d7fddb4005ae6f567ef99f793416bcb3.jpg,2 tone shoes,4e313e126a66b95419adc21639be0a762518b05b.jpg,3/4 sleeve blazer,58d030d9f1324d08930320a1f3fea450aa422bd2.jpg,14k pendant,e53eb06b9a5f548d7cff5e8e4f316181527074bf.jpg,3/4 sleeve jacket,fecbe2c51608c8f86543e1619a20c3c5d6ad853c.jpg,negative,activewear,LDA
Wool shorts,eb2b25cad397f14a41d44c3b57438a9914109c7b.jpg,Print tank top,f3b8fb8e20902ef37f3c20ba25092aca7ddf3075.jpg,Disc pendant,52cc65c8dae4300d7be26416eab09f649687d95b.jpg,Plastic glasses,4d6539a8360099179fac39d7f82fb1285be0ec3b.jpg,Round sunglasses,4f8ab82eba12f87d1882485893d098d6809c58e3.jpg,Flower print cardigan,15b26c6ea7a883de6d9f56e3282a46974ddb947b.jpg,positive,grunge,LDA
Round sunglasses,e0acc2b1c3352a214ac5bf679312e837a77dc9db.jpg,Closed toe shoes,c51419c40ec8f389d8f97c943094c62ad330a2d6.jpg,Crop top,0985fb535748a455699115921ded1ca8b0bb59d3.jpg,Felt hat,05d381be73961dbfa9f6aa8f60cea9013fb28bf3.jpg,Metal glasses,32bd1bdca181f5fe65c3458e9540b15ee2856c1d.jpg,Circle sunglasses,0ad224edb21e5e0f213e7993e352be6d229081e4.jpg,positive,grunge,LDA
Cotton vest,e1b40e755ed5790ee24c05508fc58ed0a7abdb88.jpg,Snug top,4189dfbe1da129bdd9a1f60b2d72916fe4be15fa.jpg,Purple hair accessories,a7d7692991acba73e4456dc8c5aa345df633a5ce.jpg,Disc pendant,0bc7471768e381d26d74d287214e05c60a2ff990.jpg,Print tank top,d554b2b7e31c5f25d7de7767e79bf14b1a035005.jpg,Clear lens glasses,076984374c18fa2d3d10ecd271520977b074eefe.jpg,positive,grunge,LDA
14k pendant,092f5ca263150aa17e4fd81561303bd64719c99d.jpg,3/4 sleeve dress,cba1b321a4deb1253922b22f974407da84ae43cb.jpg,2 tone shoes,43ef3e396eb240409ee87018f210a945fd73306a.jpg,3/4 sleeve blazer,5c889cb01698c9b990368373612c0e698d885819.jpg,3/4 sleeve jacket,13c669be4fb3bbb11d27459b38e7818e47857d74.jpg,18k pendant,c0853cc72ffd4322c392e68969ea8ae83c84f625.jpg,negative,grunge,LDA
